round,train_loss,Kappa,OA_total,MIoU_mean,F1_mean,OA_roads,MIoU_roads,F1_roads,OA_buildings,MIoU_buildings,F1_buildings,OA_low veg.,MIoU_low veg.,F1_low veg.,OA_trees,MIoU_trees,F1_trees,OA_cars,MIoU_cars,F1_cars,OA_clutter,MIoU_clutter,F1_clutter
70,0.08858592445403338,0.8885072320450809,91.72162628852493,0.8235784691144735,0.9004558730259378,0.9331503747113302,0.8667670858597635,0.9286290640383374,0.9758168390729247,0.9464468557997335,0.9724867164799816,0.7888077003903249,0.6709010640102695,0.8030410399046176,0.9146609420956301,0.8385035563326345,0.9121587537260404,0.8857254316404016,0.7952737835699663,0.8859637909807114,0.0,0.0,0.0
71,0.08801516738161444,0.8909472893467314,91.9002018082129,0.8262270522113951,0.9021068003129041,0.9251160142911706,0.8723268204784084,0.9318104199944275,0.9800055209833325,0.9492439742546688,0.9739611734520104,0.7995848706898037,0.6768151679000782,0.8072626975907815,0.9186062976351997,0.8379736788658828,0.9118451352175537,0.8779165573693308,0.7947756195579371,0.8856545753097477,0.0,0.0,0.0
72,0.08801239417865872,0.8896593732695056,91.80965822711414,0.8245201943618039,0.9009490792882323,0.9264090051442803,0.8707245638509801,0.9308955264462343,0.9793036885663828,0.9486960037028125,0.9736726527895052,0.7814590503357207,0.6699935728319827,0.8023906004569881,0.926307606151941,0.8374301214928517,0.9115232320372185,0.8804186256112243,0.795756709930393,0.8862633847112152,0.0,0.0,0.0
73,0.08758876545727252,0.8895178460620874,91.79501263599427,0.8250120390001114,0.9013085317855296,0.9274896890640074,0.8693739920546691,0.9301231275814654,0.978426674647567,0.9486958006542229,0.9736725458490991,0.7934671393284207,0.6722199408277288,0.8039850792533763,0.9175798359118186,0.8376541490887176,0.9116559277534411,0.8834991289843083,0.7971163123752192,0.8871059784902666,0.0,0.0,0.0
74,0.0867040975280106,0.8899773123795055,91.83418633954975,0.8243879438615134,0.9008247694468494,0.9276108289024668,0.8712345911674273,0.9311869236276578,0.9800132658497308,0.9491492489759412,0.9739113097415321,0.7791487954359891,0.66887184734775,0.8015856321271795,0.9266716142015499,0.8386285592793636,0.9122327128520811,0.8792146734195605,0.794055472537085,0.8852072688857964,0.0,0.0,0.0
75,0.08680959159880877,0.8902078239283592,91.84596956330513,0.8250817303387613,0.9013264151309842,0.9264779008256033,0.8712621399891443,0.9312026587511665,0.9791233438202512,0.9496100233765997,0.9741538174203023,0.794560944772299,0.6728261246903716,0.8044184805099298,0.9193379560913867,0.8378774377131167,0.9117881535731711,0.8780712551369748,0.7938329259245747,0.8850689654003518,0.0,0.0,0.0
76,0.08630149916186929,0.8907406104983812,91.88474728718568,0.8262873459369475,0.9021070232624364,0.9272232646770177,0.8723681167429458,0.9318339795920715,0.9806920480690665,0.9500097443932226,0.9743640995894958,0.8002931743095245,0.675379858087077,0.8062408710800849,0.914431928901192,0.8372700304652834,0.9114283873157689,0.8759122123798571,0.7964089799962084,0.8866677787347615,0.0,0.0,0.0
77,0.08572226637974381,0.8899712017448321,91.82952509309058,0.8254662880025639,0.9015871338658753,0.929931426941958,0.8704849389016303,0.9307585651160483,0.9766221207767658,0.9491425732694475,0.9739077954440011,0.7908723227604549,0.6730211137682033,0.8045578244405232,0.9204236061155173,0.8375111881858557,0.9115712530846863,0.8780914331066675,0.7971716258876833,0.8871402312441178,0.0,0.0,0.0
78,0.08518266488984227,0.8901574482298805,91.8456131815977,0.8251826515689131,0.90135752424944,0.9296448125818917,0.8714403227625401,0.9313044206252403,0.9787921585809339,0.9497911079331746,0.9742490916783142,0.7863024552917791,0.6713089095474416,0.8033331309520981,0.9219574936941695,0.8374675915758982,0.9115454285184391,0.871230923411153,0.7959053260255118,0.886355549473108,0.0,0.0,0.0
79,0.08502253206074238,0.8897343972167024,91.81011643216657,0.8250657164652294,0.901350858886596,0.9292299814855866,0.8697469930006988,0.9303365602475112,0.9759215791708825,0.9488344783569032,0.973745578595143,0.7947077041798871,0.6730858841698887,0.8046041037562686,0.9186431764995129,0.8378874346337883,0.9117940727428099,0.8809567048030293,0.7957737921648683,0.8862739790912474,0.0,0.0,0.0
80,0.08463811127468944,0.8895480975289156,91.79836714952617,0.8251413340056553,0.9013493300499158,0.930164548280574,0.8702646733321039,0.9306326379801866,0.9785869196213793,0.9491632707667389,0.9739186911657413,0.790951903565978,0.6709342126757514,0.8030647856582582,0.9164079075569801,0.8371500679608904,0.9113573056011359,0.8789389078337604,0.7981944452927918,0.8877732298442569,0.0,0.0,0.0
81,0.08481207072362304,0.889576442817604,91.79939103982848,0.8251861630737862,0.9014573124204379,0.9304780132233916,0.8690268879223436,0.9299244366552429,0.9757751643156387,0.947743663203866,0.9731708346517339,0.7942360759428259,0.6735072882754236,0.804905115136348,0.9174892322822098,0.8384693431961366,0.9121385094607855,0.8765175514706377,0.797183632771161,0.8871476661980796,0.0,0.0,0.0
82,0.08526667701080441,0.8893513954172549,91.78080827936931,0.8246502136766809,0.9011153872096817,0.9308643285845268,0.8706196349294261,0.9308355570236195,0.9764615069997918,0.9479272713212071,0.9732676217200482,0.7996124311419329,0.6733504380323098,0.8047930938173375,0.9120127209317149,0.8362964385540459,0.9108512340334008,0.8737464436328417,0.795057285546416,0.8858294294540024,0.0,0.0,0.0
83,0.0843676950596273,0.8893871404357583,91.78717789528318,0.8249770089641751,0.9013034188005488,0.9286342732078017,0.8688630615503531,0.9298306327800927,0.9769409511101621,0.947385484518768,0.9729819720340404,0.7891470384571659,0.6718915265930205,0.8037501427645856,0.9209658620093062,0.8387516775211851,0.9123055470458125,0.8756902547132375,0.7979932946375488,0.887648799378213,0.0,0.0,0.0
84,0.08491842738538981,0.888960907161521,91.75389297517914,0.8241085806986537,0.9007339374687733,0.9294399988343933,0.868345406842113,0.9295341253947201,0.9767736988762752,0.9485312248462909,0.9735858607255478,0.7917253187538541,0.6707209870691744,0.8029120269157233,0.9171901037161146,0.8373984297464836,0.9115044578132401,0.8773986561472185,0.7955468549892056,0.8861332164946353,0.0,0.0,0.0
85,0.0843682852126658,0.8896504648005727,91.80756519168952,0.8245949474857849,0.901041483623259,0.9305768816482511,0.8693254005445205,0.9300953170499823,0.9771637082199033,0.9482166764665568,0.9734201415279118,0.787124445776533,0.6716219294777485,0.803557213068601,0.9208030941822454,0.8387971688575995,0.9123324563075372,0.8733294322591928,0.7950135620824991,0.8858022901622624,0.0,0.0,0.0
86,0.0831621992662549,0.8901081175470144,91.83909083066636,0.8257075330257825,0.9017443558775164,0.9283541113133578,0.87062843762072,0.9308405882336368,0.9783103172500118,0.9487841731391959,0.9737190872305252,0.7944269320738206,0.6733846735181245,0.8048175463474281,0.9181325635818939,0.838313435925747,0.9120462479822816,0.8771497945210086,0.7974269449251258,0.8872983095937106,0.0,0.0,0.0
87,0.08397731847688555,0.8901122666056577,91.84077657271106,0.8252183508737299,0.9014142699360466,0.9284434051118098,0.8707441335399162,0.9309067102535827,0.978318246517991,0.9489766787941231,0.9738204557494006,0.789452270464497,0.6722464471326532,0.8040040369472244,0.9212943570784655,0.838425766423524,0.9121127235445559,0.8796854927123899,0.7956987284784328,0.8862274231854695,0.0,0.0,0.0
88,0.08339787780493498,0.8903710878148707,91.85823927637543,0.8254867771390512,0.9016068699669741,0.9284852420663293,0.8705109706135011,0.9307734456408837,0.9779383792613131,0.9493829100950975,0.9740343009868527,0.794723895945513,0.6740113359159907,0.8052649602246368,0.9189411668290551,0.8387288732862594,0.9122920572702438,0.8795576989043362,0.7947997957844066,0.8856695857122538,0.0,0.0,0.0
89,0.08296461152657866,0.890079811732456,91.8366527272393,0.8252400423910842,0.90145678366721,0.9289383716682642,0.8704515174724805,0.9307394597949393,0.9774451050323745,0.9489409025426968,0.9738016184119853,0.7947473223298228,0.6735496435057313,0.8049353613374597,0.9183221937916025,0.8382553681276402,0.9120118811146978,0.8750714636426616,0.7950027803068725,0.8857955976769678,0.0,0.0,0.0
90,0.08328245807811618,0.8896279844446874,91.80398440405766,0.8248866285449242,0.9012430891250227,0.9293727683054889,0.8696727493140076,0.9302940844948346,0.9764803159610448,0.9482145728558633,0.9734190330646049,0.7912915861384706,0.6726370332972741,0.8042833201789187,0.9199398555805461,0.8379788350506293,0.9118481878792104,0.8770556306624427,0.7959299522068473,0.8863708200075452,0.0,0.0,0.0
91,0.08358970164135099,0.88953012984512,91.79665878007147,0.8248060674361744,0.9011912322036763,0.9291161266889589,0.8693304920511548,0.9300982311557622,0.9767996994991838,0.9482162007540071,0.9734198908591607,0.7915940621005888,0.6723821997955143,0.8041011198011171,0.9193108660614283,0.8380339226026102,0.911880800780842,0.877667695743121,0.7960675219775862,0.8864561184214995,0.0,0.0,0.0
92,0.0835802582539618,0.8901784493672579,91.843882184733,0.8254550356397872,0.901591470585644,0.9284101020634361,0.8701980235493159,0.9305945280573326,0.9774749780884822,0.9490482294848336,0.9738581273955269,0.7946694640525578,0.6737317083357794,0.8050653578233068,0.9191119023119861,0.8387032980501277,0.9122769279192999,0.87783584549056,0.7955939187788791,0.8861624117327539,0.0,0.0,0.0
93,0.08347360292077065,0.8902840692678843,91.85304062892887,0.825340683145899,0.9014962497737118,0.9290239188737741,0.8707482117293698,0.9309090408531534,0.9781072911094282,0.9493781245240109,0.9740317823211699,0.7913043328475804,0.6729905962909627,0.8045360180541239,0.9202735865378486,0.8384928728310116,0.9121524322689971,0.8772036024401891,0.7950936103541404,0.8858519753711144,0.0,0.0,0.0
94,0.08305473081767559,0.8900937096314872,91.8389437525014,0.8252208913549754,0.9014179894211244,0.9289891588170341,0.8704505522516691,0.9307389080174411,0.9782395070429418,0.9493134356455859,0.9739977350858265,0.7913380944014387,0.6725093636467704,0.8041920461125772,0.9196165963995301,0.8383169723049543,0.9120483408841505,0.875495201006208,0.7955141329258977,0.8861129170056264,0.0,0.0,0.0
95,0.08280728098377585,0.8902473225952262,91.84973702706945,0.8253270267291868,0.9014779970684114,0.928955647624608,0.8708872526761042,0.930988493753852,0.9786663967027522,0.9498454942412466,0.9742777025631612,0.7932215067988191,0.6728582504105107,0.8044414405648473,0.9183196896711863,0.8379873552748156,0.9118532321453537,0.8753875851678471,0.7950567810432562,0.885829116314842,0.0,0.0,0.0
96,0.08314822750538588,0.8901279308698059,91.84083314123605,0.8253241177795839,0.9014889957719069,0.9289275481775428,0.8706492236663114,0.9308524683851886,0.9782310245702198,0.9493719704054946,0.9740285433651874,0.7931415814876444,0.6729617437269919,0.8045154006065682,0.9185502963967984,0.8380597334223947,0.9118960806153569,0.8763359497434035,0.7955779176767276,0.8861524858872339,0.0,0.0,0.0
97,0.08341128581762314,0.8900219200357014,91.83339438019988,0.8252348730947754,0.9014342193143466,0.9291325700690934,0.8703399906334801,0.9306757006662707,0.9777792406969863,0.9490892675818708,0.9738797328245046,0.7916316132166148,0.6726174150496982,0.8042692955336864,0.9195829045975651,0.8382765172581527,0.9120243982754765,0.8763157717737108,0.7958511749506747,0.8863219692717953,0.0,0.0,0.0
98,0.08316757383570075,0.8899685096884893,91.82913477026815,0.8252409672014884,0.9014466932744831,0.9286367709364297,0.8702833100848668,0.9306432938712119,0.9775269793342992,0.9487870074804711,0.9737205798668882,0.7920822266089275,0.6727696802216362,0.8043781378587596,0.919931432630055,0.8383459699505275,0.912065501982838,0.8773784781775258,0.7960188682699407,0.8864259527927181,0.0,0.0,0.0
99,0.08272996171936393,0.8898539099655454,91.82062120725718,0.825051689693004,0.9013271546432111,0.9296693735800673,0.8698898145398065,0.9304182607721115,0.9771917372602019,0.9488919778945297,0.9737758569047605,0.7920229716368496,0.6725359405386809,0.8042110477124628,0.9189147597410284,0.838269339555639,0.9120201501682795,0.8773112182785502,0.7956713759363638,0.8862104576584411,0.0,0.0,0.0
100,0.08322585863247514,0.8898751720077922,91.82240877264685,0.8251612082965643,0.9013905776798572,0.9292164521221847,0.8700845372378005,0.9305296310539574,0.9774071183067067,0.9489150656954378,0.973788014057794,0.7914393790630135,0.6723960199214661,0.804111002312767,0.9196168240468408,0.8381848101754341,0.9119701191475288,0.876867302945311,0.7962256084526826,0.8865541218272386,0.0,0.0,0.0
